employee_id,survey_date,department,tenure_years,performance_rating,engagement_score,feedback_comment,feedback_category,sentiment,summary
E098,01-01-2022,Sales,4.4,2.1,41,"I feel underpaid compared to the industry standard, it's frustrating.",Compensation,Negative,"Feels underpaid compared to industry standard, frustrated."
E099,01-01-2022,Engineering,4.42,4.5,86,The flexible hours really help me achieve a better work-life balance.,Work-life balance,Positive,Flexible hours improve work-life balance significantly.
E100,01-01-2022,Finance,1.63,1,24,I'm excited about the new training programs for career development.,Career growth,Positive,Excited about new training programs for development
E101,01-01-2022,Engineering,4.68,2.3,46,"Sometimes I feel micromanaged, it's affecting my productivity.",Management,Negative,"Feel micromanaged, impacting productivity negatively"
E102,01-01-2022,Operations,4.54,3.3,67,"The team outings are fun, they really help to build a positive culture.",Culture,Positive,"Team outings fun, build positive culture"
E103,01-01-2022,Finance,3.4,2.2,46,"The salary increase this year was a nice surprise, thanks to the company.",Compensation,Positive,Salary increase was a pleasant surprise
E104,01-01-2022,Engineering,3.9,3.3,67,"I wish we had more autonomy in our projects, it would be great for growth.",Career growth,Negative,Desire more project autonomy for growth
E105,01-01-2022,HR,4.47,4.5,86,The communication from upper management is not very clear or transparent.,Management,Negative,Upper management communication unclear and nontransparent
E106,01-01-2022,Engineering,4.31,1.6,30,"I love the fact that we can work from home, it's a big plus for me.",Work-life balance,Positive,"Love work-from-home flexibility, big plus"
E107,01-01-2022,Sales,4.9,3.6,75,"The company's mission and values really align with my own, I'm proud to work here.",Culture,Positive,Company mission aligns with personal values
E108,01-01-2022,Operations,4.36,2,40,The lack of clear goals and expectations is causing some confusion.,Management,Negative,Unclear goals cause confusion among employees
E109,01-01-2022,Engineering,3.75,3.1,64,"The benefits package is excellent, it's one of the reasons I stay.",Compensation,Positive,Excellent benefits package encourages employee retention
E110,01-01-2022,Finance,4.34,2.7,50,"There's a lot of favoritism in promotions, it's not very fair.",Career growth,Negative,Favoritism in promotions perceived as unfair.
E111,01-01-2022,Engineering,3.34,2.3,44,"I'm learning so much from my colleagues, the knowledge sharing is great.",Culture,Positive,"Colleagues share knowledge, fostering strong learning environment."
E112,01-01-2022,Engineering,4.99,4.4,93,"The office environment is not very comfortable, we need better equipment.",Culture,Negative,Office environment uncomfortable; equipment needs improvement.
E113,01-01-2022,Engineering,4.85,4,83,"The recognition for our hard work is lacking, it would be nice to feel appreciated.",Management,Negative,Lack of recognition makes employees feel unappreciated.
E114,01-01-2022,Sales,4.57,1.7,36,Flexible remote work options have greatly improved my work-life balance.,Work-life balance,Positive,Remote flexibility significantly enhances work-life balance.
E115,01-01-2022,Sales,4.63,3.7,77,The recent increase in project deadlines is making it hard to maintain a healthy personal schedule.,Work-life balance,Negative,Tight deadlines hinder maintaining healthy personal schedule.
E116,01-01-2022,Marketing,4.67,3.9,80,I appreciate the clear career path outlined during my last performance review.,Career growth,Positive,Clear career path appreciated after performance review.
E117,01-01-2022,Marketing,4.85,3.8,80,Opportunities for skill development feel stagnant at the moment.,Career growth,Negative,Skill development opportunities currently feel stagnant.
E118,01-01-2022,Engineering,4.72,4.4,83,Management communicates expectations clearly and supports team decisions.,Management,Positive,Management clearly communicates expectations and supports decisions.
E119,01-01-2022,HR,4.63,3,60,Inconsistent feedback from supervisors leaves the team uncertain about priorities.,Management,Negative,Inconsistent supervisor feedback creates team uncertainty.
E120,01-01-2022,Engineering,3.61,3.1,63,The company's inclusive culture makes me feel valued and respected.,Culture,Positive,Inclusive culture makes me feel valued.
E121,01-01-2022,Marketing,1.92,3.8,73,"There is a noticeable lack of collaboration between departments, affecting overall morale.",Culture,Negative,Lack of interdepartmental collaboration hurts morale.
E122,01-01-2022,Finance,1.85,3.1,60,Competitive salaries and bonuses reflect the market standards positively.,Compensation,Positive,Salaries and bonuses are competitive and market‑aligned.
E123,01-01-2022,Finance,1.96,3.7,77,"The recent salary adjustments did not keep pace with inflation, causing concerns.",Compensation,Negative,"Salary adjustments lag behind inflation, causing concerns."
E124,01-01-2022,Operations,2.45,2,39,Having access to wellness programs has boosted my overall job satisfaction.,Work-life balance,Positive,Wellness programs improve overall job satisfaction.
E125,01-01-2022,Operations,2.47,3.5,70,Limited vacation days make it difficult to recharge during busy periods.,Work-life balance,Negative,Limited vacation days hinder recharging during busy periods.
E126,01-01-2022,Marketing,2.94,3.9,79,Mentorship programs have helped me advance my professional goals.,Career growth,Positive,Mentorship programs aid professional goal advancement.
E127,01-01-2022,HR,2.83,3.9,80,Career advancement feels limited due to unclear promotion criteria.,Career growth,Negative,Unclear promotion criteria limit career advancement.
E128,01-01-2022,Marketing,1.64,3.4,68,Leadership consistently acknowledges and celebrates team achievements.,Management,Positive,Leadership regularly acknowledges and celebrates team achievements.
E129,01-01-2022,Engineering,1.47,3.5,67,Decision‑making processes often feel opaque and top‑down.,Management,Negative,Decision‑making feels opaque and overly top‑down.
E130,01-01-2022,Operations,2.41,2.6,56,The office environment fosters creativity and open communication.,Culture,Positive,Office environment encourages creativity and communication.
E131,01-01-2022,Marketing,0.82,3.4,65,High turnover in the team suggests underlying cultural issues.,Culture,Negative,High turnover indicates possible cultural problems.
E132,01-01-2022,HR,0.47,2.8,55,Performance incentives are motivating and align with our targets.,Compensation,Positive,Incentives motivate and align with company targets.
E133,01-01-2022,Engineering,0.98,3.6,72,Lack of transparent compensation structures creates uncertainty among staff.,Compensation,Negative,Unclear compensation structures cause staff uncertainty.
